"filename", "language", "HTML", "Markdown", "TypeScript", "JSON with Comments", "JSON", "JavaScript", "TypeScript JSX", "XML", "YAML", "PostCSS", "comment", "blank", "total"
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-04_09-52-32Z-review-hash-hash-hash.md", "Markdown", 0, 22101, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3168, 25271
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-04_10-03-14Z-薯片组件库文档编写与设计.md", "Markdown", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 6
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-04_10-03Z-薯片组件库文档编写与设计.md", "Markdown", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 19
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-04_10-38-55Z-薯片组件库文档编写与设计.md", "Markdown", 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 2, 58, 212
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-04_10-38Z-薯片组件库文档编写与设计.md", "Markdown", 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 2, 53, 128
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-04_10-44-41Z-git-md-sdk-develop.md", "Markdown", 0, 5177, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1617, 6796
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-04_11-04-47Z-薯片组件库文档编写与设计.md", "Markdown", 0, 223, 0, 0, 0, 0, 0, 0, 0, 0, 2, 107, 332
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-04_11-04Z-薯片组件库文档编写与设计.md", "Markdown", 0, 185, 0, 0, 0, 0, 0, 0, 0, 0, 2, 83, 270
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-04_11-35-26Z-生态设计原稿和开发任务审查.md", "Markdown", 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 2, 95, 190
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-04_11-35Z-生态设计原稿和开发任务审查.md", "Markdown", 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 2, 101, 199
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-04_11-52-24Z-git-md-sdk-develop.md", "Markdown", 0, 76572, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13809, 90383
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-05_12-07-29Z-hash-hash-hash-hash.md", "Markdown", 0, 14351, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3200, 17553
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-06_08-33-19Z-git-md-sdk-develop.md", "Markdown", 0, 8501, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1506, 10009
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-06_08-34-05Z-git-md-sdk-develop.md", "Markdown", 0, 15966, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3031, 18999
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-06_11-31-52Z.md", "Markdown", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23, 46
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-06_11-55-15Z-git-md-sdk-develop.md", "Markdown", 0, 7131, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2201, 9334
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-06_14-56-24Z-hash-hash-hash-hash.md", "Markdown", 0, 2185, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1094, 3281
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-07_02-04-39Z-git-develop-worktree-md.md", "Markdown", 0, 6661, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1111, 7774
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-07_03-26-34Z-sdk-sdk-sdk.md", "Markdown", 0, 5532, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2409, 7943
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-07_07-22-59Z-git-develop-worktree-md.md", "Markdown", 0, 4203, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1334, 5539
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-07_07-24-59Z-git-develop-worktree-md.md", "Markdown", 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 2, 79, 189
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-07_07-26-09Z-git-develop-worktree-md.md", "Markdown", 0, 5773, 0, 0, 0, 0, 0, 0, 0, 0, 2, 956, 6731
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-07_07-26-52Z-git-develop-worktree-md.md", "Markdown", 0, 3696, 0, 0, 0, 0, 0, 0, 0, 0, 2, 802, 4500
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-07_08-04-38Z-git-develop-worktree-md.md", "Markdown", 0, 9505, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1846, 11353
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-07_08-07-57Z-git-develop-worktree-md.md", "Markdown", 0, 9031, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2198, 11231
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-07_09-05-19Z-git-develop-worktree-md.md", "Markdown", 0, 6097, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1618, 7717
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-07_09-24-14Z.md", "Markdown", 0, 261, 0, 0, 0, 0, 0, 0, 0, 0, 2, 138, 401
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-07_10-34-13Z-git-develop-worktree-md.md", "Markdown", 0, 352, 0, 0, 0, 0, 0, 0, 0, 0, 2, 195, 549
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-07_10-46-12Z-chips-chipsdev-chips-dev.md", "Markdown", 0, 5721, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1234, 6957
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-07_11-03-24Z-host.md", "Markdown", 0, 956, 0, 0, 0, 0, 0, 0, 0, 0, 2, 512, 1470
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-07_13-25-24Z-host-chipsdev-host-chips.md", "Markdown", 0, 1632, 0, 0, 0, 0, 0, 0, 0, 0, 2, 878, 2512
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-08_14-29-13Z-chips-chipsdev-chips-dev.md", "Markdown", 0, 9576, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2458, 12036
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-08_14-42-12Z-git-md-sdk-develop.md", "Markdown", 0, 5496, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1845, 7343
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-08_14-42-26Z-git-md-sdk-develop.md", "Markdown", 0, 1538, 0, 0, 0, 0, 0, 0, 0, 0, 2, 533, 2073
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-09_00-12-11Z-git-develop.md", "Markdown", 0, 355, 0, 0, 0, 0, 0, 0, 0, 0, 2, 182, 539
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-09_02-02-34Z-chips-host-chips-chipsdev.md", "Markdown", 0, 640, 0, 0, 0, 0, 0, 0, 0, 0, 2, 282, 924
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-09_02-13-40Z-chips-chipsdev-chips-dev.md", "Markdown", 0, 5721, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1234, 6957
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-09_02-16-27Z-md-sdk-hash-hash.md", "Markdown", 0, 2274, 0, 0, 0, 0, 0, 0, 0, 0, 2, 751, 3027
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-09_02-57-37Z-md-sdk-hash-hash.md", "Markdown", 0, 3038, 0, 0, 0, 0, 0, 0, 0, 0, 2, 952, 3992
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-09_03-40-33Z-git-develop-worktree-md.md", "Markdown", 0, 13705, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3671, 17378
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-09_07-10-59Z-md-sdk-hash-hash.md", "Markdown", 0, 11089, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3634, 14725
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-10_01-20-43Z-md-sdk-hash-hash.md", "Markdown", 0, 1247, 0, 0, 0, 0, 0, 0, 0, 0, 2, 429, 1678
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-10_02-07-16Z-md-sdk-hash-hash.md", "Markdown", 0, 9712, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3736, 13450
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-10_07-42-53Z-md-sdk-hash-hash.md", "Markdown", 0, 11092, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3637, 14731
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-10_11-23-41Z-md-sdk-hash-hash.md", "Markdown", 0, 7056, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2695, 9753
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-10_12-37-34Z-md-sdk-hash-hash.md", "Markdown", 0, 9738, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3755, 13495
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-10_13-10-11Z-sdk-react-md-sdk.md", "Markdown", 0, 21707, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5893, 27602
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-10_13-38-04Z-sdk-react-md-sdk.md", "Markdown", 0, 1666, 0, 0, 0, 0, 0, 0, 0, 0, 2, 799, 2467
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-10_13-38-18Z-sdk-react-md-sdk.md", "Markdown", 0, 2055, 0, 0, 0, 0, 0, 0, 0, 0, 2, 909, 2966
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-10_15-01-32Z-1-2-react-3.md", "Markdown", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 26
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-10_15-01-43Z-users-sevenstars-documents-chipscard.md", "Markdown", 0, 588, 0, 0, 0, 0, 0, 0, 0, 0, 2, 306, 896
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-11_01-00-56Z-users-sevenstars-documents-chipscard.md", "Markdown", 0, 585, 0, 0, 0, 0, 0, 0, 0, 0, 2, 319, 906
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-11_01-01-05Z-users-sevenstars-documents-chipscard.md", "Markdown", 0, 864, 0, 0, 0, 0, 0, 0, 0, 0, 2, 477, 1343
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-11_01-25-16Z-users-sevenstars-documents-chipscard.md", "Markdown", 0, 690, 0, 0, 0, 0, 0, 0, 0, 0, 2, 346, 1038
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-11_03-10-58Z-sdk-react-md-sdk.md", "Markdown", 0, 16134, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4395, 20531
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-11_07-00-38Z-sdk-react-md-sdk.md", "Markdown", 0, 6385, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1998, 8385
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-11_07-01-59Z-sdk-react-md-sdk.md", "Markdown", 0, 393, 0, 0, 0, 0, 0, 0, 0, 0, 2, 175, 570
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-11_07-02-07Z-sdk-react-md-sdk.md", "Markdown", 0, 5878, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1814, 7694
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-11_07-28-40Z-sdk-md-sdk-hash.md", "Markdown", 0, 30112, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6699, 36813
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-11_07-30-23Z-users-sevenstars-documents-chipscard.md", "Markdown", 0, 400, 0, 0, 0, 0, 0, 0, 0, 0, 2, 236, 638
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-11_07-30-38Z-users-sevenstars-documents-chipscard.md", "Markdown", 0, 583, 0, 0, 0, 0, 0, 0, 0, 0, 2, 353, 938
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-11_07-30-47Z-users-sevenstars-documents-chipscard.md", "Markdown", 0, 978, 0, 0, 0, 0, 0, 0, 0, 0, 2, 543, 1523
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-11_08-14-59Z-users-sevenstars-documents-chipscard.md", "Markdown", 0, 1027, 0, 0, 0, 0, 0, 0, 0, 0, 2, 620, 1649
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-11_08-16-16Z-users-sevenstars-documents-chipscard.md", "Markdown", 0, 805, 0, 0, 0, 0, 0, 0, 0, 0, 2, 438, 1245
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-11_08-53-29Z-sdk-react-md-sdk.md", "Markdown", 0, 6694, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2284, 8980
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-11_09-00-31Z-sdk-md-sdk-hash.md", "Markdown", 0, 9263, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2624, 11889
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-11_10-24-06Z-sdk-md-sdk-hash.md", "Markdown", 0, 10190, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2446, 12638
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-11_10-38-16Z-sdk-md-sdk-hash.md", "Markdown", 0, 10075, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2462, 12539
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-11_10-54-12Z-inspect-users-sevenstars-documents.md", "Markdown", 0, 1068, 0, 0, 0, 0, 0, 0, 0, 0, 2, 596, 1666
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-11_12-21-42Z-inspect-users-sevenstars-documents.md", "Markdown", 0, 1536, 0, 0, 0, 0, 0, 0, 0, 0, 2, 640, 2178
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-11_14-01-56Z-sdk-md-sdk-hash.md", "Markdown", 0, 21012, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4466, 25480
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-11_14-42-52Z-users-sevenstars-documents-chipscard.md", "Markdown", 0, 1039, 0, 0, 0, 0, 0, 0, 0, 0, 2, 538, 1579
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-11_14-43-01Z-chips-editingengine-card-1.md", "Markdown", 0, 831, 0, 0, 0, 0, 0, 0, 0, 0, 2, 428, 1261
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-12_00-34-55Z-users-sevenstars-documents-chipscard.md", "Markdown", 0, 603, 0, 0, 0, 0, 0, 0, 0, 0, 2, 340, 945
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-12_00-41-10Z-users-sevenstars-documents-chipscard.md", "Markdown", 0, 936, 0, 0, 0, 0, 0, 0, 0, 0, 2, 528, 1466
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-12_01-03-57Z-sdk-react-md-sdk.md", "Markdown", 0, 7622, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2621, 10245
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-12_02-27-47Z-sdk-md-sdk-hash.md", "Markdown", 0, 2560, 0, 0, 0, 0, 0, 0, 0, 0, 2, 464, 3026
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-12_02-29-43Z-users-sevenstars-documents-chipscard.md", "Markdown", 0, 2376, 0, 0, 0, 0, 0, 0, 0, 0, 4, 380, 2760
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-12_03-58-49Z-sdk-md-sdk-hash.md", "Markdown", 0, 3375, 0, 0, 0, 0, 0, 0, 0, 0, 2, 615, 3992
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-12_04-01-28Z-sdk-md-sdk-hash.md", "Markdown", 0, 1571, 0, 0, 0, 0, 0, 0, 0, 0, 2, 414, 1987
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-12_04-07-10Z-sdk-md-sdk-hash.md", "Markdown", 0, 1391, 0, 0, 0, 0, 0, 0, 0, 0, 2, 201, 1594
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-12_04-30-32Z-sdk-md-sdk-hash.md", "Markdown", 0, 2690, 0, 0, 0, 0, 0, 0, 0, 0, 2, 503, 3195
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-12_04-34-39Z-worktree-hash-hash-hash.md", "Markdown", 0, 8580, 0, 0, 0, 0, 0, 0, 0, 0, 2, 756, 9338
"/Users/sevenstars/Documents/ChipsCard/Develop/Project-13-2-f/.specstory/history/2026-03-12_04-35-05Z-worktree-hash-hash-hash.md", "Markdown", 0, 1201, 0, 0, 0, 0, 0, 0, 0, 0, 2, 217, 1420
